"MCKINNEY MUNICIPAL AIRPORT, TX US (USW00053914)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1998-04-20,62,77,46,1.00,,
1998-04-21,57,69,44,0.00,,
1998-04-22,59,73,44,0.00,,
1998-04-23,59,75,42,0.00,,
1998-04-24,67,82,52,0.00,,
1998-04-25,71,79,62,0.00,,
1998-04-26,65,74,56,0.41,,
1998-04-27,61,70,52,0.00,,
1998-04-28,55,59,50,0.00,,
1998-04-29,53,65,41,0.00,,
1998-04-30,59,77,41,0.00,,
1998-05-01,65,83,47,0.00,,
1998-05-02,68,85,51,0.00,,
1998-05-03,65,76,54,0.00,,
1998-05-04,65,82,48,0.00,,
1998-05-05,75,83,66,0.00,,
1998-05-06,81,91,71,0.00,,
1998-05-07,75,89,61,0.01,,
1998-05-08,72,86,57,1.11,,
1998-05-09,71,81,60,0.00,,
1998-05-10,70,81,58,0.00,,
1998-05-11,71,86,55,0.01,,
1998-05-12,77,88,65,0.00,,
1998-05-13,77,85,68,0.00,,
1998-05-14,79,85,73,0.00,,
1998-05-15,72,88,55,0.00,,
1998-05-16,72,92,52,0.00,,
1998-05-17,77,87,66,0.00,,
1998-05-18,78,92,64,0.00,,
1998-05-19,80,92,67,0.00,,
1998-05-20,80,91,68,0.00,,
1998-05-21,81,92,70,0.00,,
1998-05-22,81,90,72,0.00,,
1998-05-23,80,88,72,0.00,,
1998-05-24,79,84,73,0.00,,
1998-05-25,79,85,72,0.01,,
1998-05-26,80,91,69,0.02,,
1998-05-27,74,81,66,1.22,,
1998-05-28,81,95,66,0.01,,
1998-05-29,84,97,71,0.00,,
1998-05-30,83,98,67,0.00,,
1998-05-31,86,100,71,0.00,,
1998-06-01,85,102,68,0.00,,
1998-06-02,88,100,75,0.00,,
1998-06-03,87,97,76,0.00,,
1998-06-04,81,94,68,1.00,,
1998-06-05,67,74,59,0.02,,
1998-06-06,67,79,55,0.00,,
1998-06-07,70,82,57,0.00,,
1998-06-08,82,93,71,0.00,,
1998-06-09,84,94,74,0.00,,
1998-06-10,81,91,71,1.43,,
1998-06-11,81,90,72,0.07,,
1998-06-12,85,99,71,0.00,,
1998-06-13,89,99,78,0.00,,
1998-06-14,83,97,69,0.00,,
1998-06-15,79,92,65,0.00,,
1998-06-16,79,96,61,0.00,,
1998-06-17,88,97,78,0.00,,
1998-06-18,90,98,82,0.00,,0.0
1998-06-19,91,100,81,0.00,,
1998-06-20,90,100,80,0.00,,
1998-06-21,89,99,78,0.00,,
1998-06-22,88,98,77,0.00,,
1998-06-23,87,96,78,0.00,,
1998-06-24,88,98,78,0.00,,
1998-06-25,,,,0.00,,
1998-06-26,88,97,78,0.00,,
1998-06-27,88,98,78,0.00,,
1998-06-28,89,99,78,0.00,,
1998-06-29,88,98,78,0.00,,
1998-06-30,88,99,77,0.00,,
1998-07-01,89,101,76,0.00,,
1998-07-02,91,102,80,0.00,,
1998-07-03,87,98,75,0.00,,
1998-07-04,84,92,75,0.36,,
1998-07-05,86,96,75,0.00,,
1998-07-06,91,102,79,0.00,,
1998-07-07,90,103,77,0.00,,
1998-07-08,90,101,78,0.00,,
1998-07-09,90,102,77,0.00,,
1998-07-10,91,105,77,0.00,,
1998-07-11,91,106,75,0.00,,
1998-07-12,97,111,83,0.00,,
1998-07-13,90,102,77,0.00,,
1998-07-14,88,101,75,0.00,,0.0
1998-07-15,89,104,74,0.00,,
1998-07-16,91,106,75,0.00,,
1998-07-17,88,101,74,0.64,,0.0
1998-07-18,87,100,73,0.00,,
1998-07-19,89,102,75,0.00,,
1998-07-20,88,100,75,0.00,,
1998-07-21,88,100,76,0.00,,
1998-07-22,89,100,77,0.00,,
1998-07-23,90,102,77,0.00,,
1998-07-24,90,103,77,0.00,,
1998-07-25,91,104,77,0.00,,
1998-07-26,92,103,81,0.00,,
1998-07-27,92,103,80,0.00,,
1998-07-28,90,104,76,0.00,,
1998-07-29,93,102,83,0.00,,
1998-07-30,93,105,80,0.00,,
1998-07-31,92,106,78,0.00,,
1998-08-01,89,106,71,0.00,,
1998-08-02,89,107,71,0.00,,
1998-08-03,93,107,78,0.04,,
1998-08-04,85,92,78,0.00,,
1998-08-05,84,94,74,0.06,,
1998-08-06,82,88,76,0.00,,0.0
1998-08-07,82,96,68,0.21,,
1998-08-08,84,98,69,0.00,,
1998-08-09,90,103,76,0.00,,
1998-08-10,89,105,73,0.00,,
1998-08-11,88,100,75,0.00,,
1998-08-12,88,102,74,0.11,,
1998-08-13,83,92,73,0.01,,
1998-08-14,84,95,73,0.65,,
1998-08-15,84,97,70,0.00,,
1998-08-16,86,99,72,0.00,,
1998-08-17,87,98,76,0.09,,
1998-08-18,85,96,74,0.00,,
1998-08-19,87,100,74,0.00,,
1998-08-20,88,101,74,0.00,,
1998-08-21,87,99,75,0.00,,
1998-08-22,86,98,73,0.00,,
1998-08-23,85,98,72,0.00,,
1998-08-24,87,98,75,0.00,,
1998-08-25,89,101,76,0.00,,
1998-08-26,88,102,74,0.00,,
1998-08-27,88,101,74,0.00,,
1998-08-28,89,104,73,0.00,,
1998-08-29,89,101,77,0.00,,
1998-08-30,87,101,72,0.00,,
1998-08-31,87,100,73,0.00,,
1998-09-01,84,99,68,0.00,,
1998-09-02,86,102,69,0.00,,
1998-09-03,89,107,70,0.00,,
1998-09-04,91,110,72,0.00,,
1998-09-05,92,101,82,0.00,,
1998-09-06,86,98,73,0.00,,
1998-09-07,85,99,71,0.00,,
1998-09-08,86,102,69,0.00,,
1998-09-09,85,95,74,0.00,,
1998-09-10,79,93,64,0.00,,
1998-09-11,76,80,71,0.24,,
1998-09-12,73,75,71,0.21,,
1998-09-13,76,77,74,0.14,,
1998-09-14,81,87,74,0.24,,
1998-09-15,78,83,73,0.17,,
1998-09-16,76,81,70,1.88,,
1998-09-17,79,88,70,0.00,,
1998-09-18,82,92,71,0.00,,
1998-09-19,82,93,70,0.00,,
1998-09-20,84,95,72,0.00,,
1998-09-21,85,96,73,0.00,,
1998-09-22,87,98,76,0.04,,
1998-09-23,82,92,71,0.00,,
1998-09-24,83,93,73,0.00,,
1998-09-25,82,93,71,0.00,,
1998-09-26,82,91,72,0.00,,
1998-09-27,84,95,72,0.00,,
1998-09-28,84,97,71,0.00,,
1998-09-29,82,97,67,0.00,,
1998-09-30,81,96,66,0.00,,
1998-10-01,81,93,68,0.00,,
1998-10-02,74,80,67,0.00,,0.0
1998-10-03,77,87,66,0.00,,
1998-10-04,84,91,77,0.00,,
1998-10-05,74,89,58,0.12,,0.0
1998-10-06,63,74,51,0.52,,
1998-10-07,65,82,48,0.00,,
1998-10-08,63,77,48,0.00,,
1998-10-09,62,76,47,0.01,,
1998-10-10,64,77,50,0.00,,
1998-10-11,67,80,53,0.01,,
1998-10-12,70,84,56,0.00,,
1998-10-13,69,82,56,0.00,,
1998-10-14,69,81,57,0.01,,
1998-10-15,73,82,64,0.00,,
1998-10-16,79,87,70,0.16,,
1998-10-17,73,78,68,0.95,,
1998-10-18,63,70,56,0.01,,
1998-10-19,63,70,55,0.00,,
1998-10-20,60,65,54,0.44,,
1998-10-21,64,72,56,0.00,,
1998-10-22,58,68,48,0.00,,
1998-10-23,54,65,42,0.00,,
1998-10-24,57,70,44,0.00,,
1998-10-25,63,77,48,0.00,,
1998-10-26,68,80,55,0.01,,
1998-10-27,68,81,54,0.00,,
1998-10-28,73,79,67,0.00,,
1998-10-29,79,86,71,0.00,,
1998-10-30,76,82,70,0.00,,
1998-10-31,74,81,67,0.00,,
1998-11-01,62,71,52,1.93,,
1998-11-02,55,61,48,0.00,,
1998-11-03,58,68,47,0.00,,
1998-11-04,50,53,47,0.00,,
1998-11-05,46,54,37,0.00,,
1998-11-06,44,54,33,0.00,,
1998-11-07,49,50,47,0.15,,
1998-11-08,51,53,48,0.01,,
1998-11-09,64,75,53,0.54,,
1998-11-10,50,61,39,0.03,,
1998-11-11,50,65,35,0.00,,
1998-11-12,52,55,49,,,0.0
1998-11-13,,,,0.01,,
1998-11-14,60,66,54,0.00,,
1998-11-15,57,64,50,0.01,,
1998-11-16,60,68,51,0.00,,
1998-11-17,57,65,49,0.01,,
1998-11-18,69,74,63,0.00,,
1998-11-19,62,74,50,0.02,,
1998-11-20,52,59,45,0.00,,
1998-11-21,53,63,43,0.00,,
1998-11-22,56,69,42,0.00,,
1998-11-23,64,71,56,0.00,,
1998-11-24,66,74,57,0.00,,
1998-11-25,63,76,49,0.00,,0.0
1998-11-26,58,74,42,0.00,,
1998-11-27,62,76,47,0.00,,
1998-11-28,69,76,62,0.01,,
1998-11-29,66,75,57,0.60,,
1998-11-30,63,74,52,0.02,,
1998-12-01,58,71,45,0.00,,
1998-12-02,62,76,47,0.01,,
1998-12-03,67,75,59,0.15,,0.0
1998-12-04,68,77,58,0.68,,
1998-12-05,71,78,64,0.01,,
1998-12-06,63,76,50,0.18,,
1998-12-07,49,51,46,0.16,,
1998-12-08,44,54,34,0.00,,
1998-12-09,42,52,31,0.00,,
1998-12-10,46,48,43,1.11,,
1998-12-11,44,46,42,0.72,,
1998-12-12,42,50,34,0.38,,
1998-12-13,46,60,31,0.00,,
1998-12-14,49,62,35,0.00,,
1998-12-15,46,61,31,0.00,,
1998-12-16,49,66,31,0.00,,
1998-12-17,48,60,35,0.00,,
1998-12-18,49,53,44,0.79,,
1998-12-19,48,54,42,0.01,,
1998-12-20,47,53,41,0.02,,
1998-12-21,39,54,24,0.05,,
1998-12-22,24,28,19,0.00,,
1998-12-23,27,29,25,0.03,,
1998-12-24,28,33,22,0.00,,
1998-12-25,30,40,19,0.00,,
1998-12-26,34,48,20,0.00,,
1998-12-27,48,57,39,0.00,,
1998-12-28,42,55,28,0.00,,
1998-12-29,46,61,31,0.00,,
1998-12-30,40,53,27,0.00,,
1998-12-31,42,52,32,0.00,,
1999-01-01,50,55,44,0.06,,
1999-01-02,38,46,29,0.01,,
1999-01-03,25,32,18,0.00,,
1999-01-04,25,38,12,0.00,,
1999-01-05,40,52,27,0.00,,
1999-01-06,44,58,29,0.00,,
1999-01-07,44,54,34,0.00,,
1999-01-08,41,52,30,0.00,,
1999-01-09,30,39,21,0.00,,
1999-01-10,35,52,17,0.00,,
1999-01-11,46,65,27,0.00,,
1999-01-12,62,71,53,0.00,,
1999-01-13,47,61,33,0.00,,
1999-01-14,40,49,30,0.00,,
1999-01-15,44,61,27,0.00,,
1999-01-16,56,69,43,0.00,,
1999-01-17,57,72,42,0.00,,
1999-01-18,48,65,31,0.00,,
1999-01-19,54,74,34,0.00,,
1999-01-20,55,73,37,0.00,,
1999-01-21,68,78,57,0.00,,
1999-01-22,49,60,37,0.00,,
1999-01-23,45,55,34,0.00,,
1999-01-24,54,74,34,0.00,,
1999-01-25,51,61,40,0.00,,
1999-01-26,57,74,39,0.00,,
1999-01-27,63,73,53,0.00,,
1999-01-28,61,68,53,1.68,,
1999-01-29,55,58,51,0.83,,
1999-01-30,47,51,43,0.03,,
1999-01-31,44,46,42,0.00,,
1999-02-01,49,64,34,0.00,,
1999-02-02,50,61,38,0.00,,
1999-02-03,55,74,35,0.00,,
1999-02-04,56,67,45,0.00,,
1999-02-05,60,73,47,0.00,,
1999-02-06,64,71,56,0.45,,
1999-02-07,59,73,45,0.00,,
1999-02-08,60,74,46,0.00,,
1999-02-09,68,80,56,0.00,,
1999-02-10,67,77,56,0.00,,
1999-02-11,57,72,41,0.14,,
1999-02-12,44,56,32,0.00,,
1999-02-13,46,61,30,0.00,,
1999-02-14,50,65,34,0.00,,
1999-02-15,58,69,46,0.00,,
1999-02-16,54,64,44,0.00,,
1999-02-17,48,64,32,0.00,,
1999-02-18,58,69,47,0.00,,
1999-02-19,48,58,37,0.00,,
1999-02-20,52,60,43,0.00,,
1999-02-21,45,55,35,0.00,,
1999-02-22,43,55,30,0.00,,
1999-02-23,51,68,33,0.00,,
1999-02-24,52,74,30,0.00,,
1999-02-25,64,76,52,0.00,,
1999-02-26,70,76,63,0.00,,
1999-02-27,62,73,50,0.00,,
1999-02-28,56,74,37,0.00,,
1999-03-01,61,77,44,0.00,,
1999-03-02,59,75,42,0.00,,
1999-03-03,48,59,37,0.00,,
1999-03-04,54,72,35,0.00,,
1999-03-05,68,81,54,0.00,,
1999-03-06,55,68,42,0.00,,
1999-03-07,50,57,42,0.10,,
1999-03-08,60,74,45,1.13,,
1999-03-09,51,62,40,0.00,,
1999-03-10,56,65,46,0.00,,
1999-03-11,55,61,48,0.07,,
1999-03-12,48,56,40,0.64,,
1999-03-13,41,43,38,0.00,,
1999-03-14,45,55,35,0.00,,
1999-03-15,45,61,29,0.00,,
1999-03-16,55,69,40,0.00,,
1999-03-17,62,70,54,0.00,,
1999-03-18,62,69,55,0.05,,
1999-03-19,51,57,44,0.03,,
1999-03-20,50,59,41,0.00,,
1999-03-21,55,73,36,0.00,,
1999-03-22,60,77,43,0.00,,
1999-03-23,58,64,51,0.00,,
1999-03-24,57,67,46,0.09,,
1999-03-25,58,67,48,0.00,,
1999-03-26,52,66,38,0.00,,
1999-03-27,55,61,49,0.26,,
1999-03-28,55,60,49,0.01,,
1999-03-29,55,59,51,0.05,,
1999-03-30,53,58,48,0.06,,
1999-03-31,61,65,56,0.01,,
1999-04-01,64,70,58,0.00,,
1999-04-02,73,79,67,0.00,,
1999-04-03,63,74,51,0.25,,0.0
1999-04-04,61,75,47,0.01,,
1999-04-05,63,76,50,0.00,,
1999-04-06,63,81,45,0.00,,
1999-04-07,67,81,52,0.00,,
1999-04-08,77,88,66,0.00,,
1999-04-09,71,85,56,0.00,,
1999-04-10,66,81,51,0.00,,
1999-04-11,62,78,45,0.00,,
1999-04-12,70,81,58,0.00,,
1999-04-13,72,80,63,0.00,,
1999-04-14,66,77,54,0.69,,
1999-04-15,54,63,44,0.00,,
1999-04-16,51,64,37,0.00,,
1999-04-17,52,65,38,0.00,,
1999-04-18,55,77,32,0.00,,
1999-04-19,70,88,52,0.00,,
1999-04-20,74,85,63,0.00,,
1999-04-21,72,78,66,0.00,,
1999-04-22,79,88,69,0.00,,
1999-04-23,75,86,63,0.00,,
1999-04-24,67,74,60,0.00,,
1999-04-25,73,81,64,0.07,,
1999-04-26,69,78,60,1.76,,
1999-04-27,70,82,57,0.01,,
1999-04-28,72,86,57,0.00,,
1999-04-29,69,77,60,0.00,,
1999-04-30,67,77,56,0.00,,
1999-05-01,66,76,55,0.03,,
1999-05-02,64,67,60,0.46,,
1999-05-03,72,79,65,0.13,,
1999-05-04,75,84,65,1.08,,
1999-05-05,69,80,57,0.00,,
1999-05-06,62,74,49,0.00,,
1999-05-07,65,82,47,0.00,,
1999-05-08,71,87,54,0.00,,
1999-05-09,72,84,60,0.03,,
1999-05-10,70,76,63,1.58,,
1999-05-11,70,80,60,0.00,,
1999-05-12,70,78,61,0.00,,
1999-05-13,67,79,55,0.01,,
1999-05-14,72,85,59,0.00,,
1999-05-15,80,87,73,0.00,,
1999-05-16,79,85,73,0.00,,
1999-05-17,73,81,65,0.73,,
1999-05-18,68,79,57,0.00,,
1999-05-19,67,80,54,0.00,,
1999-05-20,73,84,62,0.00,,
1999-05-21,77,84,69,0.00,,
1999-05-22,78,88,67,0.00,,
1999-05-23,76,84,67,0.49,,
1999-05-24,72,84,59,0.00,,
1999-05-25,74,85,62,0.49,,
1999-05-26,70,76,63,0.81,,
1999-05-27,69,76,62,0.01,,
1999-05-28,70,80,60,0.05,,
1999-05-29,74,83,64,0.26,,
1999-05-30,74,83,65,1.36,,
1999-05-31,75,83,66,0.17,,
1999-06-01,83,91,75,0.00,,
1999-06-02,82,89,75,0.00,,
1999-06-03,81,87,74,0.00,,
1999-06-04,81,88,73,0.00,,0.0
1999-06-05,83,90,75,0.00,,
1999-06-06,83,89,76,0.00,,
1999-06-07,82,91,72,0.00,,
1999-06-08,81,89,72,0.00,,0.0
1999-06-09,80,88,72,0.00,,
1999-06-10,79,88,70,0.38,,
1999-06-11,80,89,70,0.01,,
1999-06-12,76,81,70,0.03,,
1999-06-13,79,90,67,0.00,,
1999-06-14,77,84,69,0.00,,
1999-06-15,76,86,65,0.08,,
1999-06-16,77,87,67,0.00,,
1999-06-17,73,81,65,0.00,,
1999-06-18,73,83,63,0.00,,
1999-06-19,77,88,65,0.00,,
1999-06-20,80,87,72,0.00,,
1999-06-21,79,85,73,0.17,,
1999-06-22,79,85,72,0.08,,
1999-06-23,83,90,75,0.00,,
1999-06-24,80,90,70,0.53,,
1999-06-25,79,85,72,0.01,,
1999-06-26,82,93,70,0.00,,
1999-06-27,87,94,80,0.00,,
1999-06-28,88,95,80,0.00,,
1999-06-29,83,88,78,0.00,,
1999-06-30,84,90,77,0.00,,
1999-07-01,86,94,77,0.00,,
1999-07-02,86,93,78,0.00,,
1999-07-03,84,92,76,0.00,,
1999-07-04,83,92,74,0.00,,
1999-07-05,82,90,74,0.05,,
1999-07-06,84,96,71,0.00,,
1999-07-07,,,,,,0.0
1999-07-08,82,91,72,0.00,,0.0
1999-07-09,84,93,75,0.00,,
1999-07-10,81,86,75,0.00,,
1999-07-11,79,88,69,0.00,,
1999-07-12,77,87,67,0.00,,
1999-07-13,79,91,67,0.00,,
1999-07-14,83,93,73,0.00,,
1999-07-15,,,,0.00,,
1999-07-16,83,92,74,0.00,,
1999-07-17,83,92,74,0.00,,
1999-07-18,83,92,73,0.00,,
1999-07-19,82,92,72,0.00,,
1999-07-20,84,92,75,0.00,,
1999-07-21,83,92,74,0.00,,
1999-07-22,84,95,73,0.00,,
1999-07-23,86,98,73,0.00,,
1999-07-24,88,102,73,0.00,,
1999-07-25,85,96,74,0.00,,
1999-07-26,85,95,75,0.00,,
1999-07-27,85,96,74,0.00,,
1999-07-28,86,98,74,0.00,,
1999-07-29,87,98,76,0.00,,
1999-07-30,89,98,79,0.00,,
1999-07-31,87,97,77,0.00,,
1999-08-01,87,98,76,0.00,,
1999-08-02,85,98,72,0.00,,
1999-08-03,87,99,75,0.00,,
1999-08-04,86,98,73,0.00,,
1999-08-05,87,99,75,0.00,,
1999-08-06,87,99,74,0.00,,
1999-08-07,89,101,77,0.00,,
1999-08-08,90,103,77,0.00,,
1999-08-09,90,103,76,0.00,,
1999-08-10,92,105,78,0.00,,
1999-08-11,91,103,79,0.00,,
1999-08-12,92,103,81,0.00,,
1999-08-13,90,99,80,0.00,,
1999-08-14,88,100,75,0.00,,
1999-08-15,85,99,71,0.00,,
1999-08-16,83,99,66,0.00,,
1999-08-17,81,98,63,0.00,,
1999-08-18,86,101,70,0.00,,
1999-08-19,90,105,74,0.00,,
1999-08-20,84,100,67,0.00,,
1999-08-21,82,98,66,0.00,,
1999-08-22,87,98,75,0.00,,
1999-08-23,87,98,76,0.00,,
1999-08-24,88,100,75,0.00,,
1999-08-25,86,105,66,0.00,,
1999-08-26,89,107,70,0.00,,
1999-08-27,82,89,75,0.00,,
1999-08-28,89,103,74,0.00,,
1999-08-29,86,100,72,0.00,,
1999-08-30,85,100,69,0.00,,
1999-08-31,85,99,70,0.00,,
1999-09-01,81,94,67,0.00,,
1999-09-02,82,91,73,0.06,,0.0
1999-09-03,83,94,72,0.00,,
1999-09-04,86,97,75,0.00,,
1999-09-05,82,90,74,0.07,,
1999-09-06,82,93,71,0.01,,
1999-09-07,86,97,74,0.00,,
1999-09-08,81,91,70,0.10,,
1999-09-09,81,93,69,0.00,,
1999-09-10,80,94,66,0.01,,
1999-09-11,81,94,67,0.00,,
1999-09-12,83,95,70,0.16,,
1999-09-13,75,84,66,0.44,,
1999-09-14,73,86,60,0.00,,
1999-09-15,72,88,56,0.00,,
1999-09-16,77,89,64,0.00,,
1999-09-17,76,88,63,0.00,,
1999-09-18,,,,0.00,,
1999-09-19,77,93,61,0.00,,
1999-09-20,81,96,66,0.00,,
1999-09-21,64,75,53,0.00,,
1999-09-22,62,79,45,0.00,,
1999-09-23,65,84,46,0.00,,
1999-09-24,73,90,56,0.00,,
1999-09-25,77,83,70,0.00,,
1999-09-26,79,89,69,0.00,,
1999-09-27,82,92,71,0.00,,
1999-09-28,75,89,61,0.00,,
1999-09-29,64,77,50,0.02,,
1999-09-30,61,78,43,0.00,,
1999-10-01,63,82,44,0.00,,
1999-10-02,74,87,61,0.00,,
1999-10-03,76,89,62,0.00,,
1999-10-04,64,74,54,0.00,,
1999-10-05,67,81,52,0.00,,
1999-10-06,69,85,53,0.00,,
1999-10-07,66,85,46,0.00,,
1999-10-08,75,86,64,0.00,,
1999-10-09,74,84,63,0.52,,
1999-10-10,73,87,58,0.01,,
1999-10-11,73,88,58,0.00,,
1999-10-12,71,86,56,0.00,,
1999-10-13,74,92,55,0.00,,
1999-10-14,74,92,56,0.00,,
1999-10-15,80,91,68,0.00,,
1999-10-16,76,87,64,0.00,,
1999-10-17,57,64,50,0.16,,
1999-10-18,55,61,49,0.49,,
1999-10-19,55,66,44,0.00,,
1999-10-20,56,73,39,0.00,,
1999-10-21,60,80,40,0.00,,
1999-10-22,65,86,43,0.00,,
1999-10-23,59,72,46,0.00,,
1999-10-24,54,70,37,0.00,,
1999-10-25,62,81,43,0.00,,
1999-10-26,67,86,48,0.00,,
1999-10-27,64,82,46,0.00,,
1999-10-28,67,79,54,0.00,,
1999-10-29,71,80,62,0.00,,
1999-10-30,62,71,53,1.50,,
1999-10-31,57,62,52,0.00,,
1999-11-01,59,70,47,0.01,,
1999-11-02,47,60,34,0.00,,
1999-11-03,47,67,27,0.00,,
1999-11-04,62,77,46,0.00,,
1999-11-05,71,82,60,0.00,,
1999-11-06,68,80,55,0.00,,
1999-11-07,66,79,53,0.00,,
1999-11-08,66,79,53,0.00,,
1999-11-09,65,77,53,0.00,,
1999-11-10,68,80,56,0.00,,
1999-11-11,66,82,50,0.00,,
1999-11-12,66,83,49,0.00,,
1999-11-13,66,83,48,0.00,,
1999-11-14,67,87,46,0.00,,
1999-11-15,66,80,51,0.00,,
1999-11-16,61,78,43,0.00,,
1999-11-17,64,80,47,0.00,,
1999-11-18,68,79,56,0.00,,
1999-11-19,63,75,50,0.00,,
1999-11-20,55,70,39,0.00,,
1999-11-21,61,75,46,0.00,,
1999-11-22,72,82,62,1.88,,
1999-11-23,56,68,44,0.02,,
1999-11-24,47,55,39,0.03,,
1999-11-25,46,57,35,0.03,,
1999-11-26,50,66,34,0.00,,
1999-11-27,59,73,44,0.00,,
1999-11-28,60,70,49,0.00,,
1999-11-29,55,66,44,0.00,,
1999-11-30,49,61,36,0.00,,
1999-12-01,56,69,42,0.00,,
1999-12-02,66,72,59,0.00,,
1999-12-03,72,80,63,0.00,,
1999-12-04,58,70,46,0.77,,0.0
1999-12-05,42,50,34,0.00,,
1999-12-06,40,54,25,0.00,,
1999-12-07,48,62,33,0.00,,
1999-12-08,61,68,54,0.00,,
1999-12-09,55,65,44,0.48,,
1999-12-10,47,58,35,0.00,,
1999-12-11,47,50,44,1.73,,
1999-12-12,48,51,45,1.31,,
1999-12-13,43,54,32,0.00,,
1999-12-14,52,67,36,0.00,,
1999-12-15,42,55,29,0.00,,
1999-12-16,43,61,25,0.00,,
1999-12-17,48,60,35,0.00,,
1999-12-18,44,52,35,0.39,,
1999-12-19,47,60,34,0.00,,
1999-12-20,41,47,34,0.00,,
1999-12-21,37,47,27,0.00,,
1999-12-22,37,51,23,0.00,,
1999-12-23,41,56,26,0.00,,
1999-12-24,46,59,32,0.00,,
1999-12-25,40,54,25,0.00,,
1999-12-26,52,68,36,0.00,,
1999-12-27,50,67,32,0.00,,
1999-12-28,49,68,29,0.00,,
1999-12-29,52,72,32,0.00,,
1999-12-30,57,67,47,0.00,,
1999-12-31,52,67,37,0.00,,
2000-01-01,54,75,32,0.00,,
2000-01-02,62,69,55,0.01,,
2000-01-03,56,69,42,0.10,,
2000-01-04,36,46,25,0.00,,
2000-01-05,39,55,22,0.00,,
2000-01-06,49,64,33,0.00,,
2000-01-07,51,56,45,0.73,,
2000-01-08,49,52,45,0.14,,
2000-01-09,53,68,38,0.00,,
2000-01-10,52,69,35,0.00,,
2000-01-11,52,70,34,0.00,,
2000-01-12,61,79,43,0.00,,
2000-01-13,55,66,44,0.00,,
2000-01-14,47,57,36,0.00,,
2000-01-15,55,68,41,0.00,,
2000-01-16,65,75,54,0.00,,
2000-01-17,,,,,,
2000-01-18,54,61,46,0.00,,
2000-01-19,54,70,38,0.00,,
2000-01-20,41,53,29,0.00,,
2000-01-21,41,56,25,0.00,,
2000-01-22,59,68,50,0.00,,
2000-01-23,51,62,40,0.00,,
2000-01-24,37,48,26,0.00,,
2000-01-25,40,49,30,0.00,,
2000-01-26,34,37,31,0.01,,
2000-01-27,31,33,28,1.07,,
2000-01-28,29,31,27,0.00,,
2000-01-29,28,32,23,0.00,,
2000-01-30,31,44,18,0.00,,
2000-01-31,42,60,24,0.00,,
2000-02-01,47,60,33,0.00,,
2000-02-02,40,53,27,0.00,,
2000-02-03,50,68,31,0.00,,
2000-02-04,42,52,32,0.00,,
2000-02-05,35,48,22,0.00,,
2000-02-06,45,62,28,0.00,,
2000-02-07,55,68,42,0.00,,
2000-02-08,51,67,35,0.00,,
2000-02-09,57,73,40,0.00,,
2000-02-10,66,77,55,0.00,,
2000-02-11,51,62,39,0.00,,
2000-02-12,48,58,38,0.00,,
2000-02-13,58,74,41,0.00,,
2000-02-14,47,61,33,0.00,,
2000-02-15,59,80,37,0.00,,
2000-02-16,61,66,55,0.01,,
2000-02-17,66,77,55,0.05,,
2000-02-18,55,72,37,0.03,,
2000-02-19,44,57,31,0.00,,
2000-02-20,47,64,30,0.00,,
2000-02-21,57,70,44,0.00,,
2000-02-22,64,70,57,1.09,,
2000-02-23,64,74,54,0.02,,
2000-02-24,64,74,53,0.00,,
2000-02-25,69,77,60,1.22,,
2000-02-26,52,64,40,0.00,,
2000-02-27,51,67,34,0.00,,
2000-02-28,55,69,40,0.00,,
2000-02-29,68,78,57,0.00,,
2000-03-01,56,68,43,0.00,,
2000-03-02,59,66,52,1.26,,
2000-03-03,50,54,46,0.00,,
2000-03-04,49,60,38,0.00,,
2000-03-05,50,64,35,0.00,,
2000-03-06,67,75,58,0.00,,
2000-03-07,66,76,55,0.06,,
2000-03-08,63,75,50,0.11,,
2000-03-09,56,69,43,0.00,,
2000-03-10,51,61,41,0.84,,
2000-03-11,44,54,34,0.00,,
2000-03-12,44,58,29,0.00,,
2000-03-13,54,67,41,0.00,,
2000-03-14,57,62,51,0.00,,
2000-03-15,61,69,52,0.00,,
2000-03-16,57,69,44,0.00,,
2000-03-17,41,47,34,0.00,,
2000-03-18,51,69,32,0.04,,
2000-03-19,50,61,39,0.00,,
2000-03-20,54,72,36,0.00,,
2000-03-21,60,65,55,0.12,,
2000-03-22,64,73,55,0.14,,
2000-03-23,61,70,52,0.03,,
2000-03-24,65,82,47,0.01,,
2000-03-25,72,82,61,0.00,,
2000-03-26,68,80,55,0.00,,
2000-03-27,64,75,53,0.00,,
2000-03-28,63,78,48,0.16,,
2000-03-29,65,78,51,0.00,,
2000-03-30,53,58,47,0.00,,
2000-03-31,54,65,43,0.00,,
2000-04-01,59,65,52,0.74,,
2000-04-02,54,57,51,0.18,,
2000-04-03,50,58,41,0.02,,
2000-04-04,50,65,35,0.00,,
2000-04-05,62,77,46,0.00,,
2000-04-06,68,80,56,0.00,,
2000-04-07,71,85,56,0.00,,
2000-04-08,48,60,35,0.00,,
2000-04-09,50,68,32,0.00,,
2000-04-10,62,69,54,0.00,,
2000-04-11,68,77,58,0.01,,
2000-04-12,55,59,50,0.25,,
2000-04-13,55,61,48,0.00,,
2000-04-14,53,64,42,0.00,,
2000-04-15,64,73,54,0.50,,
2000-04-16,59,69,49,0.01,,
2000-04-17,59,72,45,0.00,,
