"MCKINNEY MUNICIPAL AIRPORT, TX US (USW00053914)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
2020-02-20,,54,35,0.18,0.0,0.0
2020-02-21,,50,27,0.00,0.0,0.0
2020-02-22,,57,36,0.00,0.0,0.0
2020-02-23,,60,47,0.01,0.0,0.0
2020-02-24,,64,44,0.00,0.0,0.0
2020-02-25,,60,41,0.00,0.0,0.0
2020-02-26,,49,30,0.00,0.0,0.0
2020-02-27,,60,24,0.00,0.0,0.0
2020-02-28,,65,35,0.00,0.0,0.0
2020-02-29,,75,36,0.00,0.0,0.0
2020-03-01,,74,58,0.00,0.0,0.0
2020-03-02,,71,56,0.00,0.0,0.0
2020-03-03,,65,51,0.00,0.0,0.0
2020-03-04,,59,50,0.95,0.0,0.0
2020-03-05,,72,39,0.00,0.0,0.0
2020-03-06,,66,37,0.00,0.0,0.0
2020-03-07,,63,38,0.00,0.0,0.0
2020-03-08,,67,44,0.00,0.0,0.0
2020-03-09,,72,59,0.07,0.0,0.0
2020-03-10,,77,46,0.00,0.0,0.0
2020-03-11,,86,61,0.00,0.0,0.0
2020-03-12,,84,66,0.00,0.0,0.0
2020-03-13,,73,54,3.27,0.0,0.0
2020-03-14,,70,52,0.33,0.0,0.0
2020-03-15,,55,50,0.38,0.0,0.0
2020-03-16,,66,50,1.14,0.0,0.0
2020-03-17,,64,58,0.21,0.0,0.0
2020-03-18,,80,62,2.20,0.0,0.0
2020-03-19,,80,60,0.41,0.0,0.0
2020-03-20,,66,41,0.05,0.0,0.0
2020-03-21,,57,38,0.10,0.0,0.0
2020-03-22,,60,51,0.14,0.0,0.0
2020-03-23,,65,59,0.00,0.0,0.0
2020-03-24,,83,59,0.00,0.0,0.0
2020-03-25,,86,53,0.00,0.0,0.0
2020-03-26,,84,66,0.00,0.0,0.0
2020-03-27,,81,68,0.00,0.0,0.0
2020-03-28,,75,51,0.43,0.0,0.0
2020-03-29,,71,46,0.00,0.0,0.0
2020-03-30,,65,53,0.44,0.0,0.0
2020-03-31,,68,50,0.00,0.0,0.0
2020-04-01,,69,45,0.00,0.0,0.0
2020-04-02,,69,57,0.03,0.0,0.0
2020-04-03,,66,40,0.18,0.0,0.0
2020-04-04,,47,40,0.48,0.0,0.0
2020-04-05,,63,46,0.00,0.0,0.0
2020-04-06,,72,59,0.00,0.0,0.0
2020-04-07,,86,63,0.00,0.0,0.0
2020-04-08,,94,63,0.00,0.0,0.0
2020-04-09,,76,59,0.00,0.0,0.0
2020-04-10,,72,50,0.00,0.0,0.0
2020-04-11,,69,54,0.11,0.0,0.0
2020-04-12,,80,45,0.46,0.0,0.0
2020-04-13,,55,38,0.00,0.0,0.0
2020-04-14,,55,41,0.00,0.0,0.0
2020-04-15,,64,34,0.00,0.0,0.0
2020-04-16,,71,45,0.00,0.0,0.0
2020-04-17,,65,45,0.00,0.0,0.0
2020-04-18,,69,38,0.02,0.0,0.0
2020-04-19,,75,56,0.18,0.0,0.0
2020-04-20,,74,50,0.00,0.0,0.0
2020-04-21,,82,54,0.00,0.0,0.0
2020-04-22,,85,64,0.04,0.0,0.0
2020-04-23,,82,57,0.00,0.0,0.0
2020-04-24,,89,59,0.00,0.0,0.0
2020-04-25,,77,54,0.00,0.0,0.0
2020-04-26,,81,48,0.00,0.0,0.0
2020-04-27,,82,60,0.00,0.0,0.0
2020-04-28,,88,65,0.28,0.0,0.0
2020-04-29,,79,56,0.00,0.0,0.0
2020-04-30,,81,48,0.00,0.0,0.0
2020-05-01,,86,56,0.00,0.0,0.0
2020-05-02,,87,65,0.00,0.0,0.0
2020-05-03,,89,69,0.00,0.0,0.0
2020-05-04,,91,70,0.00,0.0,0.0
2020-05-05,,79,56,0.02,0.0,0.0
2020-05-06,,79,49,0.00,0.0,0.0
2020-05-07,,83,51,0.00,0.0,0.0
2020-05-08,,74,54,0.31,0.0,0.0
2020-05-09,,73,48,0.00,0.0,0.0
2020-05-10,,77,49,0.00,0.0,0.0
2020-05-11,,79,53,0.00,0.0,0.0
2020-05-12,,76,65,0.33,0.0,0.0
2020-05-13,,83,66,0.00,0.0,0.0
2020-05-14,,87,65,0.04,0.0,0.0
2020-05-15,,85,65,0.05,0.0,0.0
2020-05-16,,69,64,0.64,0.0,0.0
2020-05-17,,84,63,0.06,0.0,0.0
2020-05-18,,86,60,0.00,0.0,0.0
2020-05-19,,87,68,0.00,0.0,0.0
2020-05-20,,76,68,0.00,0.0,0.0
2020-05-21,,85,68,0.01,0.0,0.0
2020-05-22,,90,72,0.00,0.0,0.0
2020-05-23,,89,65,1.27,0.0,0.0
2020-05-24,,86,65,0.02,0.0,0.0
2020-05-25,,69,64,,0.0,0.0
2020-05-26,,72,61,0.00,0.0,0.0
2020-05-27,,86,58,0.00,0.0,0.0
2020-05-28,,84,67,0.00,0.0,0.0
2020-05-29,,87,62,0.00,0.0,0.0
2020-05-30,,86,62,0.00,0.0,0.0
2020-05-31,,86,59,0.00,0.0,0.0
2020-06-01,,86,64,0.00,0.0,0.0
2020-06-02,,88,67,0.00,0.0,0.0
2020-06-03,,92,71,0.00,0.0,0.0
2020-06-04,,95,73,0.00,0.0,0.0
2020-06-05,,95,74,0.00,0.0,0.0
2020-06-06,,96,72,0.00,0.0,0.0
2020-06-07,,94,71,0.00,0.0,0.0
2020-06-08,,97,73,0.00,0.0,0.0
2020-06-09,,99,72,0.00,0.0,0.0
2020-06-10,,89,63,0.00,0.0,0.0
2020-06-11,,92,57,0.00,0.0,0.0
2020-06-12,,90,59,0.00,0.0,0.0
2020-06-13,,92,63,0.00,0.0,0.0
2020-06-14,,92,65,0.00,0.0,0.0
2020-06-15,,94,68,0.00,0.0,0.0
2020-06-16,,93,73,0.00,0.0,0.0
2020-06-17,,93,72,0.00,0.0,0.0
2020-06-18,,93,73,0.00,0.0,0.0
2020-06-19,,93,68,0.52,0.0,0.0
2020-06-20,,90,67,0.52,0.0,0.0
2020-06-21,,86,69,0.02,0.0,0.0
2020-06-22,,90,67,,0.0,0.0
2020-06-23,,79,71,1.64,0.0,0.0
2020-06-24,,91,68,0.00,0.0,0.0
2020-06-25,,88,71,0.00,0.0,0.0
2020-06-26,,91,74,0.00,0.0,0.0
2020-06-27,,93,76,0.00,0.0,0.0
2020-06-28,,90,73,0.48,0.0,0.0
2020-06-29,,92,78,0.00,0.0,0.0
2020-06-30,,93,80,0.00,0.0,0.0
2020-07-01,,93,79,0.00,0.0,0.0
2020-07-02,,94,77,0.00,0.0,0.0
2020-07-03,,98,74,0.00,0.0,0.0
2020-07-04,,92,73,0.00,0.0,0.0
2020-07-05,,94,76,0.00,0.0,0.0
2020-07-06,,88,73,0.39,0.0,0.0
2020-07-07,,88,72,0.00,0.0,0.0
2020-07-08,,93,74,0.00,0.0,0.0
2020-07-09,,93,78,0.00,0.0,0.0
2020-07-10,,94,77,0.00,0.0,0.0
2020-07-11,,98,77,0.00,0.0,0.0
2020-07-12,,99,77,0.00,0.0,0.0
2020-07-13,,100,79,0.00,0.0,0.0
2020-07-14,,96,78,0.00,0.0,0.0
2020-07-15,,96,79,0.00,0.0,0.0
2020-07-16,,97,79,0.00,0.0,0.0
2020-07-17,,98,76,0.00,0.0,0.0
2020-07-18,,93,76,0.00,0.0,0.0
2020-07-19,,95,75,0.00,0.0,0.0
2020-07-20,,97,75,0.00,0.0,0.0
2020-07-21,,93,75,0.00,0.0,0.0
2020-07-22,,93,75,0.00,0.0,0.0
2020-07-23,,96,77,0.00,0.0,0.0
2020-07-24,,96,76,0.00,0.0,0.0
2020-07-25,,92,76,0.00,0.0,0.0
2020-07-26,,92,76,0.00,0.0,0.0
2020-07-27,,91,74,0.00,0.0,0.0
2020-07-28,,82,75,1.27,0.0,0.0
2020-07-29,,94,76,0.00,0.0,0.0
2020-07-30,,97,70,0.56,0.0,0.0
2020-07-31,,91,70,0.06,0.0,0.0
2020-08-01,,91,67,0.00,0.0,0.0
2020-08-02,,94,67,0.00,0.0,0.0
2020-08-03,,92,69,0.00,0.0,0.0
2020-08-04,,91,70,0.00,0.0,0.0
2020-08-05,,87,70,0.00,0.0,0.0
2020-08-06,,95,73,0.00,0.0,0.0
2020-08-07,,96,78,0.00,0.0,0.0
2020-08-08,,97,76,0.00,0.0,0.0
2020-08-09,,97,76,0.00,0.0,0.0
2020-08-10,,98,77,0.00,0.0,0.0
2020-08-11,,99,79,0.00,0.0,0.0
2020-08-12,,99,79,0.00,0.0,0.0
2020-08-13,,101,77,0.00,0.0,0.0
2020-08-14,,103,79,0.00,0.0,0.0
2020-08-15,,103,78,0.00,0.0,0.0
2020-08-16,,103,70,0.85,0.0,0.0
2020-08-17,,95,71,0.00,0.0,0.0
2020-08-18,,93,70,0.00,0.0,0.0
2020-08-19,,91,63,0.00,0.0,0.0
2020-08-20,,92,63,0.00,0.0,0.0
2020-08-21,,93,64,0.00,0.0,0.0
2020-08-22,,96,69,0.00,0.0,0.0
2020-08-23,,96,68,0.00,0.0,0.0
2020-08-24,,97,68,0.00,0.0,0.0
2020-08-25,,97,68,0.00,0.0,0.0
2020-08-26,,90,74,0.02,0.0,0.0
2020-08-27,,94,70,0.00,0.0,0.0
2020-08-28,,103,73,0.00,0.0,0.0
2020-08-29,,105,77,0.00,0.0,0.0
2020-08-30,,94,72,2.95,0.0,0.0
2020-08-31,,96,80,0.00,0.0,0.0
2020-09-01,,88,71,1.75,0.0,0.0
2020-09-02,,81,73,0.40,0.0,0.0
2020-09-03,,83,71,0.00,0.0,0.0
2020-09-04,,87,71,0.00,0.0,0.0
2020-09-05,,91,74,0.00,0.0,0.0
2020-09-06,,90,71,0.00,0.0,0.0
2020-09-07,,93,73,0.00,0.0,0.0
2020-09-08,,90,74,0.00,0.0,0.0
2020-09-09,,85,65,2.11,0.0,0.0
2020-09-10,,69,57,0.36,0.0,0.0
2020-09-11,,78,63,0.00,0.0,0.0
2020-09-12,,86,65,0.00,0.0,0.0
2020-09-13,,87,67,0.00,0.0,0.0
2020-09-14,,87,65,0.00,0.0,0.0
2020-09-15,,88,72,0.00,0.0,0.0
2020-09-16,,88,69,0.00,0.0,0.0
2020-09-17,,88,67,0.00,0.0,0.0
2020-09-18,,84,63,0.00,0.0,0.0
2020-09-19,,79,60,0.00,0.0,0.0
2020-09-20,,82,54,0.00,0.0,0.0
2020-09-21,,74,64,0.41,0.0,0.0
2020-09-22,,72,65,0.12,0.0,0.0
2020-09-23,,73,62,0.00,0.0,0.0
2020-09-24,,79,61,0.00,0.0,0.0
2020-09-25,,80,57,0.00,0.0,0.0
2020-09-26,,86,63,0.00,0.0,0.0
2020-09-27,,88,62,0.01,0.0,0.0
2020-09-28,,77,52,0.00,0.0,0.0
2020-09-29,,82,47,0.00,0.0,0.0
2020-09-30,,91,50,0.00,0.0,0.0
2020-10-01,,79,54,0.00,0.0,0.0
2020-10-02,,75,48,0.00,0.0,0.0
2020-10-03,,80,53,0.00,0.0,0.0
2020-10-04,,78,49,0.00,0.0,0.0
2020-10-05,,77,47,0.00,0.0,0.0
2020-10-06,,84,55,0.00,0.0,0.0
2020-10-07,,86,59,0.00,0.0,0.0
2020-10-08,,86,57,0.00,0.0,0.0
2020-10-09,,81,66,0.00,0.0,0.0
2020-10-10,,86,59,0.00,0.0,0.0
2020-10-11,,95,62,0.00,0.0,0.0
2020-10-12,,81,49,0.00,0.0,0.0
2020-10-13,,81,43,0.00,0.0,0.0
2020-10-14,,90,50,0.00,0.0,0.0
2020-10-15,,75,60,0.00,0.0,0.0
2020-10-16,,71,47,0.00,0.0,0.0
2020-10-17,,74,48,0.00,0.0,0.0
2020-10-18,,86,60,0.00,0.0,0.0
2020-10-19,,67,56,0.00,0.0,0.0
2020-10-20,,88,57,0.00,0.0,0.0
2020-10-21,,84,66,0.00,0.0,0.0
2020-10-22,,84,63,0.00,0.0,0.0
2020-10-23,,75,47,1.75,0.0,0.0
2020-10-24,,60,43,0.00,0.0,0.0
2020-10-25,,59,52,0.00,0.0,0.0
2020-10-26,,54,38,0.18,0.0,0.0
2020-10-27,,42,37,0.03,,0.0
2020-10-28,,45,39,0.29,,
2020-10-29,,60,35,0.00,0.0,0.0
2020-10-30,,68,33,0.00,0.0,0.0
2020-10-31,,70,38,0.00,0.0,0.0
2020-11-01,,72,42,0.00,,
2020-11-02,,69,36,0.00,,
2020-11-03,,75,39,0.00,,
2020-11-04,,74,43,0.00,,
2020-11-05,,74,56,0.00,,
2020-11-06,,76,58,0.00,,
2020-11-07,,76,47,0.00,,
2020-11-08,,75,56,0.00,,
2020-11-09,,81,61,0.00,,
2020-11-10,,74,48,0.00,,
2020-11-11,,76,41,0.00,,
2020-11-12,,78,49,0.00,0.0,0.0
2020-11-13,,74,54,0.00,0.0,0.0
2020-11-14,,83,60,0.00,0.0,0.0
2020-11-15,,73,39,0.00,0.0,0.0
2020-11-16,,69,33,0.00,0.0,0.0
2020-11-17,,73,36,0.00,0.0,0.0
2020-11-18,,73,41,0.00,0.0,0.0
2020-11-19,,77,51,0.00,,
2020-11-20,,74,58,0.00,,
2020-11-21,,76,58,0.00,,
2020-11-22,,61,41,0.00,,
2020-11-23,,61,39,0.00,,
2020-11-24,,69,50,0.54,,
2020-11-25,,62,39,0.00,,
2020-11-26,,72,35,0.00,,
2020-11-27,,64,47,0.00,,
2020-11-28,,61,43,0.45,,
2020-11-29,,54,42,0.05,,
2020-11-30,,50,28,0.00,,
2020-12-01,,57,24,0.00,,
2020-12-02,,56,38,0.02,,
2020-12-03,,47,39,0.00,,
2020-12-04,,55,31,0.00,,
2020-12-05,,63,28,0.00,,
2020-12-06,,62,43,0.00,,
2020-12-07,,63,33,0.00,,
2020-12-08,,71,33,0.00,,
2020-12-09,,77,30,0.00,,
2020-12-10,,77,38,0.00,,
2020-12-11,,67,43,0.08,,
2020-12-12,,53,37,0.00,,
2020-12-13,,41,36,0.94,,
2020-12-14,,50,31,0.00,,
2020-12-15,,39,35,0.02,,
2020-12-16,,42,28,0.00,,
2020-12-17,,59,24,0.00,,
2020-12-18,,59,34,0.00,,
2020-12-19,,58,35,0.00,,
2020-12-20,,63,29,0.00,,
2020-12-21,,70,31,0.00,,
2020-12-22,,70,34,0.00,,
2020-12-23,,69,35,0.00,,
2020-12-24,,53,29,0.00,,
2020-12-25,,57,26,0.00,,
2020-12-26,,69,30,0.00,,
2020-12-27,,72,43,0.00,,
2020-12-28,,62,44,0.03,,
2020-12-29,,70,54,0.01,,
2020-12-30,,61,37,0.45,,
2020-12-31,,40,37,3.04,,
2021-01-01,,40,36,0.00,,
2021-01-02,,53,35,0.00,,
2021-01-03,,63,33,0.00,,
2021-01-04,,66,32,0.00,,
2021-01-05,,65,31,0.00,,
2021-01-06,,56,44,0.04,,
2021-01-07,,51,40,0.00,,
2021-01-08,,49,32,0.00,,
2021-01-09,,48,25,0.00,,
2021-01-10,,36,32,0.04,,
2021-01-11,,49,29,0.00,,
2021-01-12,,52,24,0.00,,
2021-01-13,,62,27,0.00,,
2021-01-14,,64,32,0.00,,
2021-01-15,,51,39,0.00,,
2021-01-16,,55,32,0.00,,
2021-01-17,,59,29,0.00,,
2021-01-18,,68,30,0.00,,
2021-01-19,,56,48,0.30,,
2021-01-20,,48,44,0.27,,
2021-01-21,,53,44,0.00,,
2021-01-22,,52,47,0.00,,
2021-01-23,,54,45,0.03,,
2021-01-24,,60,49,0.16,,
2021-01-25,,67,43,0.18,,
2021-01-26,,57,34,0.00,,
2021-01-27,,48,31,0.00,,
2021-01-28,,48,25,0.00,,
2021-01-29,,59,32,0.00,,
2021-01-30,,75,49,0.05,,
2021-01-31,,56,39,0.00,,
2021-02-01,,58,33,0.00,,
2021-02-02,,61,36,0.00,,
2021-02-03,,69,40,0.00,,
2021-02-04,,65,39,0.00,,
2021-02-05,,57,35,0.00,,
2021-02-06,,50,37,0.01,,
2021-02-07,,57,28,0.00,,
2021-02-08,,64,39,0.00,,
2021-02-09,,39,29,0.00,,
2021-02-10,,31,26,0.00,,
2021-02-11,,27,23,0.00,0.0,0.0
2021-02-12,,27,21,0.00,0.0,0.0
2021-02-13,,33,19,0.00,,
2021-02-14,,20,9,0.02,,
2021-02-15,,13,4,0.00,,
2021-02-16,,19,-4,0.01,,
2021-02-17,,26,18,0.08,,
2021-02-18,,31,21,0.00,,
2021-02-19,,39,13,0.00,,
2021-02-20,,53,21,0.00,,
2021-02-21,,71,41,0.00,,
2021-02-22,,69,29,0.00,,
2021-02-23,,79,35,0.00,0.0,
2021-02-24,,72,49,0.00,,
2021-02-25,,52,44,1.76,,
2021-02-26,,58,45,0.94,,
2021-02-27,,64,49,0.01,,
2021-02-28,,76,49,0.25,,
2021-03-01,,58,44,0.09,,
2021-03-02,,62,36,0.00,,
2021-03-03,,68,36,0.00,,
2021-03-04,,72,40,0.00,,
2021-03-05,,63,47,0.00,,
2021-03-06,,64,39,0.00,,
2021-03-07,,66,34,0.00,,
2021-03-08,,69,37,0.00,,
2021-03-09,,71,54,0.00,,
2021-03-10,,74,61,0.00,,
2021-03-11,,76,69,0.00,,
2021-03-12,,75,64,0.00,,
2021-03-13,,78,65,0.00,,
2021-03-14,,72,51,0.06,,
2021-03-15,,77,46,0.00,,
2021-03-16,,78,51,0.00,,
2021-03-17,,72,47,0.17,,
2021-03-18,,60,42,0.00,,
2021-03-19,,65,40,0.00,,
2021-03-20,,66,41,0.00,,
2021-03-21,,67,39,0.00,,
2021-03-22,,63,53,0.83,,
2021-03-23,,71,48,0.00,,
2021-03-24,,77,43,0.95,,
2021-03-25,,66,47,0.38,,
2021-03-26,,76,45,0.00,,
2021-03-27,,80,50,0.00,,
2021-03-28,,71,47,0.00,,
2021-03-29,,75,41,0.00,,
2021-03-30,,77,57,0.15,,
2021-03-31,,66,44,0.00,,
2021-04-01,,67,34,0.00,,
2021-04-02,,67,36,0.00,,
2021-04-03,,69,55,0.00,,
2021-04-04,,70,57,0.00,,
2021-04-05,,76,53,0.00,,
2021-04-06,,80,64,0.00,,
2021-04-07,,76,52,0.00,,
2021-04-08,,82,45,0.00,,
2021-04-09,,79,59,0.00,,
2021-04-10,,72,46,0.00,,
2021-04-11,,83,42,0.00,,
2021-04-12,,83,54,0.00,0.0,
2021-04-13,,80,55,0.05,,
2021-04-14,,68,56,0.01,,
2021-04-15,,62,55,0.55,,
2021-04-16,,57,52,0.67,,
2021-04-17,,61,47,0.00,,
2021-04-18,,67,42,0.00,,
2021-04-19,,73,38,0.00,,
2021-04-20,,60,38,0.00,,
2021-04-21,,62,32,0.00,,
2021-04-22,,64,52,0.00,,
2021-04-23,,69,57,1.30,,
2021-04-24,,70,51,0.00,,
2021-04-25,,78,46,0.00,,
2021-04-26,,79,62,0.00,,
2021-04-27,,75,67,0.00,,
2021-04-28,,80,71,0.12,,
2021-04-29,,72,64,1.53,,
2021-04-30,,69,62,0.15,,
2021-05-01,,74,59,0.04,,
2021-05-02,,80,64,0.00,,
2021-05-03,,88,66,0.55,,
2021-05-04,,73,54,0.00,,
2021-05-05,,75,47,0.00,,
2021-05-06,,82,53,0.00,,
2021-05-07,,82,53,0.00,,
2021-05-08,,87,61,0.00,,
2021-05-09,,82,58,0.00,,
2021-05-10,,60,55,2.05,,
2021-05-11,,60,56,0.49,,
2021-05-12,,64,55,0.00,,
2021-05-13,,74,57,0.00,,
2021-05-14,,76,51,0.00,,
2021-05-15,,82,59,0.00,,
2021-05-16,,73,65,1.36,,
2021-05-17,,81,66,0.20,,
2021-05-18,,72,63,0.54,,
2021-05-19,,81,64,0.00,,
2021-05-20,,77,66,0.42,,
2021-05-21,,83,69,0.00,,
2021-05-22,,77,70,0.11,,
2021-05-23,,81,68,0.03,,
2021-05-24,,79,68,0.58,,
2021-05-25,,81,70,0.26,,
2021-05-26,,88,72,0.00,,
2021-05-27,,88,67,0.96,,
2021-05-28,,81,65,0.29,,
2021-05-29,,83,64,0.00,,
2021-05-30,,76,60,0.00,,
2021-05-31,,71,63,2.23,,
2021-06-01,,72,63,0.04,,
2021-06-02,,81,59,0.00,,
2021-06-03,,84,61,0.00,,
2021-06-04,,80,64,0.00,,
2021-06-05,,85,65,0.34,,
2021-06-06,,86,65,0.04,,
2021-06-07,,77,67,0.03,,
2021-06-08,,87,71,0.00,,
2021-06-09,,90,76,0.00,,
2021-06-10,,89,76,0.00,,
2021-06-11,,91,76,0.00,,
2021-06-12,,90,69,1.06,,
2021-06-13,,97,73,0.00,,
2021-06-14,,95,76,0.00,,
2021-06-15,,95,71,0.00,,
2021-06-16,,95,71,0.00,,
2021-06-17,,96,72,0.00,,
2021-06-18,,93,76,0.00,,
2021-06-19,,92,68,0.00,,
2021-06-20,,95,73,0.00,,
2021-06-21,,90,67,0.07,,
2021-06-22,,85,64,0.00,,
2021-06-23,,94,73,0.00,,
2021-06-24,,94,78,0.00,,
2021-06-25,,94,79,0.00,,
2021-06-26,,94,78,0.00,,
2021-06-27,,92,76,0.00,,
2021-06-28,,87,73,0.51,,
2021-06-29,,88,73,0.18,,
2021-06-30,,91,73,0.00,,
2021-07-01,,94,74,0.07,,
2021-07-02,,87,75,0.70,,
2021-07-03,,82,69,0.02,,
2021-07-04,,87,73,0.00,,
2021-07-05,,86,69,0.00,,
2021-07-06,,90,79,0.00,,
2021-07-07,,94,72,0.00,,
2021-07-08,,93,74,0.00,,
2021-07-09,,89,73,0.00,,
2021-07-10,,93,74,0.00,,
2021-07-11,,91,69,0.69,,
2021-07-12,,90,68,0.00,,
2021-07-13,,92,71,0.00,,
2021-07-14,,91,69,0.00,,
2021-07-15,,92,72,0.00,,
2021-07-16,,93,76,0.00,,
2021-07-17,,93,78,0.00,,
2021-07-18,,94,78,0.17,,
2021-07-19,,82,74,0.89,,
2021-07-20,,88,71,0.00,,
2021-07-21,,90,70,0.00,,
2021-07-22,,91,69,0.00,,
2021-07-23,,94,74,0.00,,
2021-07-24,,94,76,0.00,,
2021-07-25,,96,74,0.00,,
2021-07-26,,97,76,0.00,,
2021-07-27,,98,77,0.00,,
2021-07-28,,97,74,0.00,,
2021-07-29,,97,74,0.00,,
2021-07-30,,98,76,0.00,,
2021-07-31,,98,77,0.00,,
2021-08-01,,94,76,0.56,,
2021-08-02,,87,74,0.03,,
2021-08-03,,90,70,0.00,,
2021-08-04,,90,70,0.00,,
2021-08-05,,90,71,0.00,,
2021-08-06,,92,72,0.00,,
2021-08-07,,94,74,0.00,,
2021-08-08,,96,78,0.00,,
2021-08-09,,98,79,0.00,,
2021-08-10,,97,78,0.00,,
2021-08-11,,98,77,0.00,,
2021-08-12,,96,77,0.00,,
2021-08-13,,96,75,0.00,,
2021-08-14,,87,74,0.21,,
2021-08-15,,91,75,0.00,,
2021-08-16,,92,72,0.24,,
2021-08-17,,88,72,1.41,,
2021-08-18,,81,73,1.37,,
2021-08-19,,93,75,0.21,,
2021-08-20,,95,77,0.00,,
2021-08-21,,95,76,0.00,,
2021-08-22,,95,76,0.00,,
2021-08-23,,95,73,0.00,,
2021-08-24,,95,70,0.00,,
2021-08-25,,97,79,0.00,,
2021-08-26,,96,79,0.00,,
2021-08-27,,92,76,0.00,,
2021-08-28,,92,72,0.00,,
2021-08-29,,89,74,0.00,,
2021-08-30,,96,73,0.00,,
2021-08-31,,98,73,0.00,,
2021-09-01,,97,77,0.00,,
2021-09-02,,96,75,0.00,,
2021-09-03,,94,76,0.00,,
2021-09-04,,97,73,0.00,,
2021-09-05,,92,75,0.00,,
2021-09-06,,93,71,0.00,,
2021-09-07,,93,64,0.00,,
2021-09-08,,92,66,0.26,,
2021-09-09,,91,63,0.00,,
2021-09-10,,91,63,0.00,,
2021-09-11,,89,62,0.00,,
2021-09-12,,90,63,0.00,,
2021-09-13,,88,68,0.00,,
2021-09-14,,87,69,0.03,,
2021-09-15,,91,64,0.00,,
2021-09-16,,90,67,0.00,,
2021-09-17,,92,67,0.00,,
2021-09-18,,95,68,0.00,,
2021-09-19,,93,69,0.00,,
2021-09-20,,100,73,0.00,,
2021-09-21,,86,64,0.02,,
2021-09-22,,84,53,0.00,,
2021-09-23,,84,49,0.00,,
2021-09-24,,86,50,0.00,,
2021-09-25,,90,55,0.00,,
2021-09-26,,91,59,0.00,,
2021-09-27,,88,61,0.00,,
2021-09-28,,93,64,0.00,,
2021-09-29,,91,71,0.00,,
2021-09-30,,88,70,0.00,,
2021-10-01,,81,68,0.00,,
2021-10-02,,84,66,0.02,,
2021-10-03,,87,60,0.00,,
2021-10-04,,89,57,0.00,,
2021-10-05,,88,54,0.00,,
2021-10-06,,87,53,0.00,,
2021-10-07,,91,56,0.00,,
2021-10-08,,93,63,0.00,,
2021-10-09,,93,66,0.00,,
2021-10-10,,91,64,0.76,,
2021-10-11,,83,58,0.00,,
2021-10-12,,82,56,0.00,,
2021-10-13,,87,65,1.41,,
2021-10-14,,84,67,0.35,,
2021-10-15,,78,54,0.00,,
2021-10-16,,74,46,0.00,,
2021-10-17,,75,43,0.00,,
2021-10-18,,76,44,0.00,,
2021-10-19,,79,57,0.00,,
2021-10-20,,82,62,0.00,,
2021-10-21,,84,56,0.00,,
2021-10-22,,84,53,0.00,,
2021-10-23,,86,61,0.00,,
2021-10-24,,85,67,0.22,,
2021-10-25,,86,55,0.00,,
2021-10-26,,84,65,0.00,,
2021-10-27,,77,60,1.32,,
2021-10-28,,72,58,0.00,,
2021-10-29,,71,51,0.00,,
2021-10-30,,74,40,0.00,,
2021-10-31,,80,43,0.00,,
2021-11-01,,78,49,0.00,,
2021-11-02,,58,48,0.82,,
2021-11-03,,49,46,0.65,,
2021-11-04,,60,41,0.00,,
2021-11-05,,61,36,0.00,,
2021-11-06,,66,35,0.00,,
2021-11-07,,73,38,0.00,,
2021-11-08,,72,46,0.00,,
2021-11-09,,76,55,0.00,,
2021-11-10,,75,60,0.79,,
2021-11-11,,67,44,0.00,,
2021-11-12,,69,39,0.00,,
2021-11-13,,63,34,0.00,,
2021-11-14,,71,40,0.00,,
2021-11-15,,79,41,0.00,,
2021-11-16,,79,59,0.00,,
2021-11-17,,81,54,0.00,,
2021-11-18,,62,41,0.00,,
2021-11-19,,60,32,0.00,,
2021-11-20,,71,44,0.00,,
2021-11-21,,70,50,0.00,,
2021-11-22,,66,39,0.00,,
2021-11-23,,70,38,0.00,,
2021-11-24,,77,53,0.00,,
2021-11-25,,66,34,0.00,,
2021-11-26,,58,28,0.00,,
2021-11-27,,56,37,0.36,,
2021-11-28,,66,42,0.00,,
2021-11-29,,72,36,0.00,,
2021-11-30,,75,42,0.00,,
2021-12-01,,74,46,0.00,,
2021-12-02,,80,40,0.00,,
2021-12-03,,74,55,0.00,,
2021-12-04,,71,60,0.00,,
2021-12-05,,77,57,0.00,,
2021-12-06,,69,36,0.00,,
2021-12-07,,57,30,0.00,,
2021-12-08,,58,38,0.00,,
2021-12-09,,79,55,0.00,,
2021-12-10,,81,64,0.00,,
2021-12-11,,73,31,0.00,,
2021-12-12,,57,26,0.00,,
2021-12-13,,66,37,0.01,,
2021-12-14,,70,56,0.02,,
2021-12-15,,80,68,0.00,,
2021-12-16,,76,60,0.00,,
2021-12-17,,78,59,0.05,,
2021-12-18,,71,38,0.67,,
2021-12-19,,48,32,0.00,,
2021-12-20,,50,37,0.06,,
2021-12-21,,61,30,0.00,,
2021-12-22,,67,35,0.00,,
2021-12-23,,74,50,0.00,,
2021-12-24,,77,61,0.00,,
2021-12-25,,81,59,0.00,,
2021-12-26,,76,55,0.00,,
2021-12-27,,78,62,0.00,,
2021-12-28,,79,51,0.00,,
2021-12-29,,72,49,0.23,,
2021-12-30,,73,42,0.00,,
2021-12-31,,71,49,0.00,,
2022-01-01,,71,24,0.06,,
2022-01-02,,38,19,0.00,,
